Subname,Name,Category,Modification,Red,Green,Blue,Blue_Yellow,Green_Magenta,Lightness,Hue,Saturation,Value
image (1)_Train_Apple_healthy,image (1)_Train_Apple_healthy_bilateral_filter,Train_Apple_healthy,bilateral_filter,0.35743713499999996,0.38580283,0.420643735,0.032307552,0.008793366,0.36202454500000003,0.25614224,0.14221974,0.33874511500000004
image (1)_Train_Apple_healthy,image (1)_Train_Apple_healthy_bilateral_filter_affine_transformation,Train_Apple_healthy,bilateral_filter_affine_transformation,0.37721165,0.40392048999999997,0.39161775,0.039027158,0.014789805,0.348085645,0.23619316,0.1207519975,0.356691585
image (1)_Train_Apple_healthy,image (1)_Train_Apple_healthy_bilateral_filter_contrast,Train_Apple_healthy,bilateral_filter_contrast,0.37721165,0.40392048999999997,0.39161775,0.039027158,0.014789805,0.348085645,0.23619316,0.1207519975,0.356691585
image (1)_Train_Apple_healthy,image (1)_Train_Apple_healthy_bilateral_filter_horizontal_flip,Train_Apple_healthy,bilateral_filter_horizontal_flip,0.37721165,0.40392048999999997,0.39161775,0.039027158,0.014789805,0.348085645,0.23619316,0.1207519975,0.356691585
image (1)_Train_Apple_healthy,image (1)_Train_Apple_healthy_bilateral_filter_perspective_transformation,Train_Apple_healthy,bilateral_filter_perspective_transformation,0.37721165,0.40392048999999997,0.39161775,0.039027158,0.014789805,0.348085645,0.23619316,0.1207519975,0.356691585
image (1)_Train_Apple_healthy,image (1)_Train_Apple_healthy_bilateral_filter_rotation,Train_Apple_healthy,bilateral_filter_rotation,0.37721165,0.40392048999999997,0.39161775,0.039027158,0.014789805,0.348085645,0.23619316,0.1207519975,0.356691585
image (1)_Train_Apple_healthy,image (1)_Train_Apple_healthy_bilateral_filter_scale_zoom,Train_Apple_healthy,bilateral_filter_scale_zoom,0.37721165,0.40392048999999997,0.39161775,0.039027158,0.014789805,0.348085645,0.23619316,0.1207519975,0.356691585
image (1)_Train_Apple_healthy,image (1)_Train_Apple_healthy_canny_edge,Train_Apple_healthy,canny_edge,0.35743713499999996,0.38580283,0.420643735,0.032307552,0.008793366,0.36202454500000003,0.25614224,0.14221974,0.33874511500000004
image (1)_Train_Apple_healthy,image (1)_Train_Apple_healthy_canny_edge_affine_transformation,Train_Apple_healthy,canny_edge_affine_transformation,0.35299538500000005,0.38916830999999996,0.40740406500000004,0.03589867,0.014571894,0.319093195,0.23523592,0.14119865999999998,0.335538775
image (1)_Train_Apple_healthy,image (1)_Train_Apple_healthy_canny_edge_contrast,Train_Apple_healthy,canny_edge_contrast,0.35299538500000005,0.38916830999999996,0.40740406500000004,0.03589867,0.014571894,0.319093195,0.23523592,0.14119865999999998,0.335538775
image (1)_Train_Apple_healthy,image (1)_Train_Apple_healthy_canny_edge_horizontal_flip,Train_Apple_healthy,canny_edge_horizontal_flip,0.35299538500000005,0.38916830999999996,0.40740406500000004,0.03589867,0.014571894,0.319093195,0.23523592,0.14119865999999998,0.335538775
image (1)_Train_Apple_healthy,image (1)_Train_Apple_healthy_canny_edge_perspective_transformation,Train_Apple_healthy,canny_edge_perspective_transformation,0.35299538500000005,0.38916830999999996,0.40740406500000004,0.03589867,0.014571894,0.319093195,0.23523592,0.14119865999999998,0.335538775
image (1)_Train_Apple_healthy,image (1)_Train_Apple_healthy_canny_edge_rotation,Train_Apple_healthy,canny_edge_rotation,0.35299538500000005,0.38916830999999996,0.40740406500000004,0.03589867,0.014571894,0.319093195,0.23523592,0.14119865999999998,0.335538775
image (1)_Train_Apple_healthy,image (1)_Train_Apple_healthy_canny_edge_scale_zoom,Train_Apple_healthy,canny_edge_scale_zoom,0.35299538500000005,0.38916830999999996,0.40740406500000004,0.03589867,0.014571894,0.319093195,0.23523592,0.14119865999999998,0.335538775
